QQ号码,官方网址,店铺名称,拿货地址,电话
QQ：3385664461,http://guanshiya.k3.cn,冠诗雅鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村18幢2号  ,18957669803 17369816326
QQ：2687598082,http://shop1032097.k3.cn,浪漫在线,拿货地址： 温岭市 城北街道   杨家渭67号  ,13566674938
QQ：1587723386,http://shop1038773.k3.cn,臭丫头女鞋,拿货地址： 温岭市 夹屿    金施村   牧新路89号  ,15967087998
QQ：461029034,http://shop1038812.k3.cn,台州足先登鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田工业区1-6号  ,13958607722 13758657088
QQ：417891639,http://shop1038799.k3.cn,远腾鞋业,拿货地址： 温岭市 夹屿   横泾村五区75号  ,17338564694
QQ：344789347,http://shop1038825.k3.cn,浩秀鞋厂,拿货地址： 温岭市 城北街道   方家路2号  ,13958689923
QQ：2494289787,http://shop1023841.k3.cn,顺利美鞋业,拿货地址： 温岭市 横峰   下洋林建设路30-32号  ,15058601723
QQ：148133801,http://shop1038777.k3.cn,徐家大小姐,拿货地址： 温岭市 横峰    横石路   横石中路507号  ,19906821399 13656892039
QQ：1115713634,http://shop1038770.k3.cn,零点少女,拿货地址： 温岭市 横峰   下洋林501号  ,17117727777 13572975777
QQ：1353814906,http://shop1038767.k3.cn,春之兰,拿货地址： 温岭市 横峰    横石路   横石中路东洋373号  ,13088637329
QQ：397399785,http://shop1038759.k3.cn,麦虹女鞋,拿货地址： 温岭市 横峰   前陈三区13号  ,15556820246
QQ：786194295,http://shop1038786.k3.cn,佑依鞋业,拿货地址： 温岭市 城北街道   杨家渭82号  ,17700254034 18637705553
QQ：82870360,http://11223344.k3.cn,十二号,拿货地址： 温岭市 夹屿    双峰大道   双峰一区12号  ,13395867271 13122757026
QQ：2761477639,http://shop1038768.k3.cn,吉康鞋业,拿货地址： 温岭市 城北街道   横塘工业区  ,18672060679 15757560370
QQ：529095062,http://shop1038740.k3.cn,梵高鞋业,拿货地址： 温岭市 夹屿   欧风路139号  ,13968680948
QQ：451848467,http://shop1032951.k3.cn,吉利宝鞋业,拿货地址： 温岭市 夹屿   金施村小西金90号  ,13566853324 15967687825
QQ：451848467,http://shop1032127.k3.cn,欣运鞋业,拿货地址： 温岭市 夹屿   金施村小西金90号  ,13566853324 15967687825
QQ：1871309411,http://shop1038699.k3.cn,芳喻鞋业,拿货地址： 温岭市 夹屿   横泾村A区17号  ,15868629058
QQ：240628734,http://shop1038736.k3.cn,后陈鞋业有限公司,拿货地址： 温岭市 城北街道    沧浦村   后陈村工业区  ,13736652185
QQ：419811919,http://fengcailiren.k3.cn,风采丽人,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村19幢2号  ,13989648336 13968466647
QQ：2323626161,http://yitaixieye.k3.cn,亿泰鞋业,拿货地址： 温岭市 夹屿   金施村B区89号  ,18969620325
QQ：1208486192,http://shop1034179.k3.cn,哈莉鞋业,拿货地址： 温岭市 横峰   下洋林64号  ,13732327049 13396905557
QQ：2825839604,http://shop1038665.k3.cn,奔豪鞋业,拿货地址： 温岭市 横峰   西洋工业区广福路46号  ,13456657777
QQ：1637246095,http://shop1038727.k3.cn,大富豪鞋业,拿货地址： 温岭市 夹屿   横泾村五区67号  ,18073808456
QQ：1049356960,http://shop1038541.k3.cn,初心鞋业,拿货地址： 温岭市 夹屿   长大村A区41号  ,13588789752
QQ：3624252672,http://shop1038721.k3.cn,敏捷鞋业,拿货地址： 温岭市 夹屿   横泾村A区96-1号  ,18143246545
QQ：2196164801,http://shop1038655.k3.cn,百智鞋厂,拿货地址： 温岭市 夹屿   复兴路47号  ,18357662567
QQ：782806030,http://wangdanvxie.k3.cn,旺达女鞋,拿货地址： 温岭市 夹屿   金施村B区71号  ,13967622807 15726863022
QQ：455725042,http://shop1032336.k3.cn,穆一鞋业,拿货地址： 温岭市 夹屿    金施村   楼下张村A区26号  ,18357642227 13666812207
QQ：191021382,http://shop1038698.k3.cn,艾尼轩,拿货地址： 温岭市 城北街道   杨家渭42号  ,13266586853 13819677608
QQ：414589664,http://shop1038668.k3.cn,双洋,拿货地址： 温岭市 夹屿   长大村B区202号  ,18267655830
QQ：390745842,http://shop1038700.k3.cn,时尚多彩,拿货地址： 温岭市 横峰   东塘工业路60号  ,18858691591 15858613460
QQ：995528711,http://shop1038657.k3.cn,嫚莉娅鞋业,拿货地址： 温岭市 夹屿   长大村A区241号  ,18767608080 18767698080
QQ：906726455,http://shop1038368.k3.cn,她时尚鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋366号  ,13666458889
QQ：1815926188,http://shop1038594.k3.cn,妍美诗,拿货地址： 温岭市 横峰   前陈新村B区15幢130号  ,13757896002
QQ：743788265,http://shop1038676.k3.cn,鞋匠夫人,拿货地址： 温岭市 夹屿    金施村   牧新路20号  ,15957711045 15825602833
QQ：373730029,http://renrenren.k3.cn,人人人鞋业,拿货地址： 温岭市 城北街道   杨家渭82号  ,18737777411
QQ：550094505,http://shop1032105.k3.cn,云诗雨,拿货地址： 温岭市 夹屿   金施村B区165号  ,18657615029
QQ：374314618,http://shop1038672.k3.cn,华雅鞋业,拿货地址： 温岭市 横峰    祝家洋   祝洋村三区1号  ,13858694354
QQ：84532045,http://shop1038555.k3.cn,嘉盛鞋业,拿货地址： 温岭市 夹屿   金施村B区95号  ,18367681803 18069312218
QQ：631217171,http://shop1038638.k3.cn,瑞森女鞋,拿货地址： 温岭市 夹屿   长大村C区248号  ,18592093624 15868617157
QQ：1414659430,http://shop1038615.k3.cn,时思,拿货地址： 温岭市 夹屿    双峰村   南洋路2号  ,15167661125
QQ：49489662,http://shop1038617.k3.cn,玖仟制鞋,拿货地址： 温岭市 夹屿   金施村A区98号  ,15356331822 18868922389
QQ：549087996,http://shop1038574.k3.cn,玉沛鞋业,拿货地址： 温岭市 城北街道    石粘   南山闸101号  ,15362000000
QQ：912338738,http://fanlong.k3.cn,帆隆鞋业,拿货地址： 温岭市 横峰    横石路   横峰工业路37号  ,13857626017
QQ：651826868,http://shop1033102.k3.cn,亦珈鞋业,拿货地址： 温岭市 横峰   下洋林园区路8号  ,18267657018
QQ：488669548,http://shop1038624.k3.cn,超前美鞋业,拿货地址： 温岭市 横峰   东塘工业路16号  ,18967605872
QQ：1823412563,http://shop1038610.k3.cn,阿强鞋业,拿货地址： 温岭市 横峰   前陈三区22号  ,13666897379
QQ：302503125,http://shop1038626.k3.cn,御霖女鞋,拿货地址： 温岭市 横峰    横石路   横石中路154号  ,18967633193
QQ：994699299,http://shop1038641.k3.cn,鑫美特鞋业,拿货地址： 温岭市 横峰   前陈三区10号  ,18211663535
QQ：466147940,http://shop1038575.k3.cn,树趣鞋业,拿货地址： 温岭市 城北街道   高坦村工业区  ,19957668281 15705766686
QQ：474306979,http://zuosiniao.k3.cn,左思鸟,拿货地址： 温岭市 夹屿   欧风路2号  ,18405861617
QQ：1929548983,http://shop1038488.k3.cn,京华鞋业,拿货地址： 温岭市 夹屿    双峰村   南洋路3号  ,15168666668
QQ：3264548605,http://shop1038602.k3.cn,新畅新鞋业,拿货地址： 温岭市 夹屿   金施村新区16号  ,17857618801
QQ：337435990,http://shop1038579.k3.cn,小叶鞋业,拿货地址： 温岭市 横峰    横石路   横石中路280号  ,13858600255 15167606182
QQ：,http://shop1038580.k3.cn,缤纷百分百,拿货地址： 温岭市 横峰   下洋林24号  ,15811239288 15825485889
QQ：1393505975,http://shop1035803.k3.cn,靓女依足鞋厂,拿货地址： 温岭市 横峰   下洋林43号  ,13736531678
QQ：819271946,http://shop1038561.k3.cn,佳则星,拿货地址： 温岭市 横峰    横石路   横峰工业路36号202号  ,18257699268
QQ：734693630,http://shop1038586.k3.cn,宇琪鞋业,拿货地址： 温岭市 横峰   西洋工业区  ,13858659887
QQ：1483534664,http://fumeida.k3.cn,富美达鞋厂,拿货地址： 温岭市 横峰   东塘工业区兴园路70-72号  ,15325589639
QQ：450394059,http://shop1038430.k3.cn,一路飘红,拿货地址： 温岭市 夹屿   泽楚路888号  ,15325663613
QQ：1321290862,http://shop1038551.k3.cn,皮皮虾女鞋,拿货地址： 温岭市 城北街道   东普村145号  ,18580431193
QQ：409235204,http://shop1038485.k3.cn,淘尚品鞋业,拿货地址： 温岭市 夹屿   金施村A区120-121号  ,18806585686
QQ：2649899094,http://shop1038521.k3.cn,奥鑫鞋业,拿货地址： 温岭市 横峰   小东洋新区129号  ,13732347137
QQ：1537206581,http://shop1038554.k3.cn,孟毅鞋业,拿货地址： 温岭市 横峰    横石路   横石中路497号  ,13586299096
QQ：1051190723,http://shop1038542.k3.cn,新景女鞋,拿货地址： 温岭市 城北街道   麻车村409号  ,18957687170
QQ：994554433,http://shop1038537.k3.cn,时倾鞋业,拿货地址： 温岭市 夹屿   联夹大道101号  ,13486868824 18621863304
QQ：453414472,http://shop1038476.k3.cn,克拉克,拿货地址： 温岭市 横峰   下洋林鞋业园3幢3号  ,13958656798
QQ：1256325717,http://hanshang.k3.cn,韩尚鞋业,拿货地址： 温岭市 横峰   前陈四区46号  ,15868637004
QQ：492801068,http://shop1038417.k3.cn,沙漠骆驼,拿货地址： 温岭市 夹屿   金施村B区57号  ,18756656688
QQ：3191220578,http://shop1038496.k3.cn,海洋风暴,拿货地址： 温岭市 横峰   石埭东岸2桥1号  ,15067667772
QQ：1577328959,http://shop1038497.k3.cn,梦足缘,拿货地址： 温岭市 横峰   下洋林发展路52－56号  ,18658606656
QQ：1051771263,http://shop1038514.k3.cn,圣诞云仓,拿货地址： 温岭市 城北街道   花桥村29幢2号  ,18108008052
QQ：780643635,http://shop1031866.k3.cn,乐臻鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村35幢1号  ,17706571982
QQ：403698464,http://shop1037831.k3.cn,源来鞋业,拿货地址： 温岭市 夹屿   欧风路197号  ,13738688955
QQ：616109256,http://shop1038486.k3.cn,ck鞋业,拿货地址： 温岭市 城北街道    石粘   振兴东路  ,13566669622
QQ：280542470,http://shop1038396.k3.cn,橘子女鞋,拿货地址： 温岭市 夹屿   欧风路165号  ,15658597262 13666822772
QQ：434364793,http://shop1038423.k3.cn,潮流达人鞋厂,拿货地址： 温岭市 夹屿   欧风西路188号  ,18857666361
QQ：3603452733,http://shop1038354.k3.cn,迷尚脚鞋业,拿货地址： 温岭市 夹屿   金施村B区145号  ,18257684227
QQ：1701727996,http://shop1038491.k3.cn,艺丰鞋业,拿货地址： 温岭市 横峰   前陈四区3号  ,13758769261
QQ：240715812,http://shop1038465.k3.cn,希微特,拿货地址： 温岭市 夹屿   欧风路109号  ,13736635360
QQ：80728273,http://shop1038445.k3.cn,安雅鞋业,拿货地址： 温岭市 横峰   七份岸新区37号  ,18006580685 18069306612
QQ：2795766005,http://shop1038426.k3.cn,露小姐鞋业,拿货地址： 温岭市 夹屿   欧风路大西金  ,15157647766
QQ：3093291582,http://shop1038460.k3.cn,洪李鞋业,拿货地址： 温岭市 夹屿    双峰村   振兴路18号  ,13566818869
QQ：995061222,http://shop1038461.k3.cn,足越鞋业,拿货地址： 温岭市 夹屿   联夹大道56号  ,18358637211 15757686333
QQ：350739874,http://langyunxieye.k3.cn,朗运鞋业,拿货地址： 温岭市 夹屿   长大村A区88号  ,13399685967 13738653100
QQ：3098064057,http://shop1038474.k3.cn,圣宝儿,拿货地址： 温岭市 夹屿   横泾村八区15号  ,13736691722 13750649699
QQ：846681670,http://shop1038435.k3.cn,来壹双,拿货地址： 温岭市 夹屿   夹屿新村A幢2-3号  ,15712653311 13738660691
QQ：237575087,http://shop1038457.k3.cn,舒然鞋业,拿货地址： 温岭市 横峰   西洋工业区  ,15168637537
QQ：981610859,http://shop1038471.k3.cn,欢馨鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋284号  ,13758686089
QQ：76305690,http://shop1038380.k3.cn,奢美,拿货地址： 温岭市 夹屿   金施村A区36号  ,15990672926
QQ：918572918,http://shop1038267.k3.cn,海马女鞋坊,拿货地址： 温岭市 横峰   下洋林鞋业园2幢27-28号  ,13357631311
QQ：2633128083,http://shop1038469.k3.cn,美丽角度,拿货地址： 温岭市 横峰   前陈新村B区15幢130-131号  ,13806971285
QQ：1955600562,http://shop1038442.k3.cn,三土鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村1幢3号  ,13656561979
QQ：1597191416,http://jinbei.k3.cn,圣欣鞋业,拿货地址： 温岭市 城北街道   横塘工业区3幢1号  ,15105766088
QQ：626666248,http://shop1038425.k3.cn,伊诺儿鞋业,拿货地址： 温岭市 横峰   前陈三区20号  ,15824025854
QQ：2572488633,http://shop1038439.k3.cn,朵姿鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋324号  ,15267688136
QQ：692446598,http://xwt888.k3.cn,希薇特女鞋,拿货地址： 温岭市 横峰    横石路   横石中路东洋220号  ,15857625316 13858681643
QQ：2414835594,http://shop1038438.k3.cn,昕盛鞋业,拿货地址： 温岭市 夹屿   金施村A区21号  ,13738631752
QQ：3537480149,http://shop1038374.k3.cn,美斯登鞋厂,拿货地址： 温岭市 夹屿   横泾村B区171号  ,15267226165
QQ：969021584,http://shop1037296.k3.cn,金海岸鞋业,拿货地址： 温岭市 夹屿   横泾村五区118号  ,17873812820
QQ：269027188,http://shop1038367.k3.cn,亚诺鞋业,拿货地址： 温岭市 城北街道    东普村   东普新村5幢9号  ,15267255556 13738693361
QQ：1103557384,http://shop1038298.k3.cn,煜发鞋业,拿货地址： 温岭市 横峰    横石路   横石中路291号  ,18005868222
QQ：1554587568,http://shop1038414.k3.cn,偶遇,拿货地址： 温岭市 城北街道   杨家渭57号  ,15720832950 15167638878
QQ：371140656,http://shop1038376.k3.cn,泽龍鞋厂,拿货地址： 温岭市 横峰   西洋工业区墙里148号  ,15868661760
QQ：2563658594,http://shop1038390.k3.cn,雅丽达鞋业,拿货地址： 温岭市 横峰   前陈四区18号  ,13586204524
QQ：1592925633,http://shop1038340.k3.cn,佳和女鞋,拿货地址： 温岭市 夹屿   金施村B区162号  ,13926275328
QQ：563610597,http://hry.k3.cn,好人缘鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋329号  ,15958660180 13989696393
QQ：297488329,http://shop1038344.k3.cn,青春足迹鞋业,拿货地址： 温岭市 横峰   下洋林133号  ,13736645326
QQ：644823828,http://shop1038364.k3.cn,米其人鞋厂,拿货地址： 温岭市 横峰   东塘工业区长兴街5号  ,18143503762
QQ：377021227,http://shop1038358.k3.cn,雨诺鞋业,拿货地址： 温岭市 城北街道   高坦村C区59号  ,13586239478 13738584833
QQ：401592808,http://shop1038287.k3.cn,金沈豪鞋业,拿货地址： 温岭市 横峰   西洋外角103号  ,13958619757
QQ：3457260881,http://shop1038341.k3.cn,知足鞋坊,拿货地址： 温岭市 夹屿    泽楚路   前西汇8号  ,15958328757
QQ：743536914,http://shop1038371.k3.cn,温岭优艺诗鞋业有限公司,拿货地址： 温岭市 城北街道    石粘   南山闸圆环路2号  ,18942990303
QQ：390097447,http://shop1038359.k3.cn,安耐鞋业,拿货地址： 温岭市 城北街道   中马路109号  ,15258617788 15058600500
QQ：2305109363,http://shop1038313.k3.cn,巡美鞋业,拿货地址： 温岭市 横峰   小东洋旭东路23号  ,15867006389
QQ：248900738,http://WSHXY.k3.cn,台州万商汇鞋业,拿货地址： 温岭市 夹屿   金施村A区128号  ,15542657900 18758690187
QQ：693651020,http://shop1038308.k3.cn,晴晴女鞋,拿货地址： 温岭市 夹屿   金施村B区75号  ,13738657114 13586256286
QQ：406126272,http://shop1038294.k3.cn,姐妹EGM鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋169号  ,15267688722
QQ：178192482,http://shop1038311.k3.cn,石粘香颂鞋业,拿货地址： 温岭市 城北街道    石粘   北新北路69号  ,13736563060
QQ：276884481,http://shop1038332.k3.cn,东木鞋业,拿货地址： 温岭市 横峰   前陈新区北路9号  ,13587991019
QQ：3288230241,http://weiyixy.k3.cn,唯伊,拿货地址： 温岭市 横峰    横石路   横石中路376号  ,18668606796
QQ：1058750997,http://shop1038316.k3.cn,在创鞋业,拿货地址： 温岭市 横峰   前陈新村B区15幢126号  ,15858785233 15858738578
QQ：1581662058,http://shop1038232.k3.cn,子芮女鞋,拿货地址： 温岭市 横峰   下洋林鞋业园2幢12号  ,13858674915
QQ：366975955,http://shop1031248.k3.cn,永超工厂直营店,拿货地址： 温岭市 夹屿   金施村A区1号  ,13325866603 13606729001
QQ：1287568694,http://shop1038305.k3.cn,金足魅,拿货地址： 温岭市 夹屿   横泾村A区115号  ,18857673786 18638603932
QQ：1709763262,http://shop1038303.k3.cn,钻凤凰,拿货地址： 温岭市 夹屿   池头林7号  ,15867077706
QQ：452735699,http://shop1038320.k3.cn,锦鹏鞋业,拿货地址： 温岭市 城北街道    沧浦村   九份工业区  ,13989678132 13738582115
QQ：152440690,http://shop1038224.k3.cn,蓝瘦香菇女鞋,拿货地址： 温岭市 夹屿   金施村B区156号  ,17779091318
QQ：357654945,http://shop1038178.k3.cn,鞋酷女鞋,拿货地址： 温岭市 夹屿   金施村B区159号  ,15258018351 18358753695
QQ：373812132,http://shop1037798.k3.cn,凯罗鞋业,拿货地址： 温岭市 夹屿   欧风路大西金59-11号  ,13867639069
QQ：85886403,http://shop1038175.k3.cn,银威鞋业,拿货地址： 温岭市 城北街道   方家路55号  ,13362682180 13336775828
QQ：95584856,http://shop1038024.k3.cn,百香果,拿货地址： 温岭市 横峰   下洋林鞋业园6幢13号  ,13666889511
QQ：853794028,http://shop1038192.k3.cn,三一鞋业,拿货地址： 温岭市 夹屿   金施村A区185号  ,13221895526
QQ：3263295258,http://xinzi.k3.cn,鑫姿鞋业,拿货地址： 温岭市 横峰   西洋里角156号  ,18257682348 13566693349
QQ：502172556,http://shop1032307.k3.cn,意莱莉鞋业,拿货地址： 温岭市 横峰   祝家洋工业区619号  ,15057231103
QQ：569698857,http://shop1038176.k3.cn,踏上青云鞋业,拿货地址： 温岭市 夹屿   埭头蔡村工业区2幢  ,18267748777
QQ：305024730,http://shop1032937.k3.cn,鑫發外贸女鞋,拿货地址： 温岭市 夹屿   埭头蔡村静轩苑42号  ,18571659751
QQ：,http://shop1038220.k3.cn,温岭市威特鞋业,拿货地址： 温岭市 横峰   东塘工业区广冠路15号  ,13157650888
QQ：571255164,http://shop1038275.k3.cn,康旺,拿货地址： 温岭市 城北街道   杨家渭工业区2号  ,18858690255 13511452834
QQ：209813635,http://shop1038271.k3.cn,小城故事,拿货地址： 温岭市 夹屿    金施村   牧新路58号  ,18990005095
QQ：596493600,http://shop1038280.k3.cn,优美琪,拿货地址： 温岭市 夹屿   欧风路2号  ,13566682681 13566650669
QQ：2968995758,http://shop1038282.k3.cn,百度佳人鞋业,拿货地址： 温岭市 横峰   东塘工业区长兴街2-12号  ,15957617899
QQ：273254539,http://shop1038223.k3.cn,静依制鞋,拿货地址： 温岭市 夹屿   欧风路2号  ,13989645283
QQ：3400880241,http://shop1037746.k3.cn,怡佳,拿货地址： 温岭市 夹屿   金施村A区6号  ,13095736738 19858723394
QQ：382749450,http://shop1038209.k3.cn,伊丰鞋业,拿货地址： 温岭市 城北街道    石粘   双莲路120号  ,18906574256
QQ：6303626,http://shop1032561.k3.cn,歌莉雅鞋业,拿货地址： 温岭市 夹屿   复兴路3号  ,18658658581 13105618887
QQ：1107931412,http://shop1034172.k3.cn,牛牛女鞋,拿货地址： 温岭市 城北街道   石粘新村A区17幢1号  ,13253767007 18858660930
QQ：1476970280,http://shop1038237.k3.cn,万利,拿货地址： 温岭市 城北街道   杨家渭12号  ,18767433023
QQ：407850663,http://shop1038199.k3.cn,步步天姿鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园12幢  ,13844844518
QQ：530999787,http://zuzixiu.k3.cn,高矮胖瘦鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋456号  ,18667667666 13058886598
QQ：3601803099,http://shop1038230.k3.cn,美丽胜收,拿货地址： 温岭市 横峰    横石路   横石中路东洋272号  ,15858607522
QQ：240357636,http://shop1038239.k3.cn,柒捌玖女鞋,拿货地址： 温岭市 城北街道   沧浦村A区1幢2号  ,18658625125
QQ：3248532257,http://wandiehongxieye.k3.cn,万叠鸿鞋业,拿货地址： 温岭市 横峰    横石路   横石中路199号  ,13600585370 13758659307
QQ：1309386298,http://shop1038244.k3.cn,精英鞋业,拿货地址： 温岭市 城北街道   沧浦村B区12幢2号  ,13656569819 1360701130218870165309
QQ：254286049,http://shop1038164.k3.cn,质诚鞋业,拿货地址： 温岭市 横峰    横石路   横石中路戴家122号  ,13806569175
QQ：4411036100,http://shop1038225.k3.cn,品拓鞋业,拿货地址： 温岭市 城北街道   万昌村芳田22号  ,13058860515 18879835168
QQ：307875888,http://shop1038193.k3.cn,钕皇控鞋业,拿货地址： 温岭市 城北街道    万昌村芳田   芳田新村19幢2号  ,18869989158
QQ：919098004,http://shop1038073.k3.cn,鑫浩鞋业,拿货地址： 温岭市 横峰   七份岸新区75号  ,13129134319
QQ：2497751345,http://520bbttnx.k3.cn,蹦蹦跳跳女鞋,拿货地址： 温岭市 横峰   东塘新区23号  ,15868659137 13157611391
QQ：875911711,http://shop1038182.k3.cn,飞燕鞋厂,拿货地址： 温岭市 城北街道    方家路   方家小区10幢6号  ,13958609609 13335765516
QQ：573615935,http://shop1037962.k3.cn,瑞欣鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园9幢9号  ,15334063213
QQ：243572563,http://shop1038177.k3.cn,新宝莉鞋业,拿货地址： 温岭市 夹屿   长大村B区160号  ,13626601043
QQ：396633164,http://lmjd.k3.cn,浪漫脚度,拿货地址： 温岭市 横峰   下洋林141号  ,13750659209 13486836948
QQ：2386714872,http://shop1037991.k3.cn,秦小姐时尚女鞋,拿货地址： 温岭市 横峰   祝家洋工业区595-2号  ,18238968683 18667600161
QQ：2967685158,http://shop1038150.k3.cn,朵儿鞋业,拿货地址： 温岭市 横峰   祝家洋村祝洋307号  ,18968600213
QQ：553256013,http://shop1038157.k3.cn,福运达鞋业,拿货地址： 温岭市 夹屿   横泾村A区88-1号  ,18358672057 18787102628
QQ：52262319850,http://shop1038099.k3.cn,卓恒鞋业,拿货地址： 温岭市 夹屿   池头林17号  ,18758613186
QQ：3247332493,http://shop1038143.k3.cn,洋潮鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路112号  ,15355275200
QQ：394281311,http://senxuan.k3.cn,森轩鞋业,拿货地址： 温岭市 横峰   横石路东洋254号  ,18956800399
QQ：3408118619,http://shop1038020.k3.cn,开源鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋250号  ,18658665189
QQ：2934074642,http://shop1037929.k3.cn,美丽达,拿货地址： 温岭市 夹屿   金施村A区50号  ,13777654216
QQ：974594375,http://shop1037848.k3.cn,优乐鞋厂,拿货地址： 温岭市 夹屿    双峰村   双峰中路236号  ,13291687987
QQ：283794711,http://shop1038113.k3.cn,长荣女鞋,拿货地址： 温岭市 夹屿    双峰大道   双峰一区168号  ,19857617688
QQ：1003804860,http://shop1038107.k3.cn,雨岑安,拿货地址： 温岭市 城北街道    东普村   东普新村39幢1号  ,13698386510
QQ：1452360412,http://shop1038093.k3.cn,iber,拿货地址： 温岭市 夹屿    双峰村   振兴路1号  ,17358460226 13968670145
QQ：33534875384,http://shop1037735.k3.cn,蓝钻鞋业,拿货地址： 温岭市 夹屿   泽楚路30号  ,13634078699
QQ：2133194308,http://shop1038116.k3.cn,富利来鞋业,拿货地址： 温岭市 城北街道   石粘新村A区20幢3号  ,13736658198 13336764833
QQ：2665525354,http://shop1037949.k3.cn,旺文鞋业,拿货地址： 温岭市 夹屿   双峰大道107号  ,1385663481713738519795
QQ：958732212,http://shop1038115.k3.cn,童话鞋业,拿货地址： 温岭市 城北街道   花桥村25幢9-10号  ,13547651430
QQ：342774137,http://342774137.k3.cn,澳森女鞋,拿货地址： 温岭市 夹屿   长大村A区50号  ,13858680442 15868658286
QQ：1037263826,http://shop1037955.k3.cn,红潮流鞋业,拿货地址： 温岭市 夹屿   双峰大道296号  ,18157679718
QQ：2774975092,http://shop1037964.k3.cn,敬创鞋业,拿货地址： 温岭市 夹屿   泽楚路352号  ,13606868224
QQ：920962466,http://yibaili.k3.cn,依百丽鞋业,拿货地址： 温岭市 横峰   下洋林发展路68号  ,18358687378 15906860578
QQ：752630683,http://shop1038068.k3.cn,文达鞋业有限公司,拿货地址： 温岭市 城北街道    石粘   中联路18号  ,13336732687 18969661510
QQ：819239551,http://shop1038031.k3.cn,海兰珠,拿货地址： 温岭市 城北街道   杨家渭76号  ,15068654102
QQ：842370327,http://shop1038076.k3.cn,芊度栢丽,拿货地址： 温岭市 城北街道   花桥村156号  ,13634047875
QQ：2713868869,http://shop1038065.k3.cn,金橘鞋业,拿货地址： 温岭市 横峰   前陈五区9号  ,13221618513
QQ：913649743,http://shop1037935.k3.cn,凯丽森澜,拿货地址： 温岭市 城北街道   花桥村37幢1号  ,15372102289 13626688537
QQ：719589132,http://shop1038067.k3.cn,标特佛鞋业,拿货地址： 温岭市 横峰   前陈四区8号  ,15067625568
QQ：2133194308,http://shop1037345.k3.cn,金佰利鞋业,拿货地址： 温岭市 夹屿   金施村A区183号  ,13336764833
QQ：2749712003,http://shop1038092.k3.cn,利美鞋业,拿货地址： 温岭市 城北街道   沧浦村工业区8幢7号  ,18969699830
QQ：374666606,http://shop1038008.k3.cn,蔷薇鞋业,拿货地址： 温岭市 夹屿   金施村B区46号  ,18869951114
QQ：2681918531,http://shop1037985.k3.cn,伊佳靓,拿货地址： 温岭市 夹屿   欧风路31号  ,13116557052
QQ：2899714933,http://shop1036232.k3.cn,奥球鞋业,拿货地址： 温岭市 横峰   下洋林84号  ,13989607910 13858633913
QQ：1028288888,http://zhengxiongxieye.k3.cn,鹰发鞋业,拿货地址： 温岭市 城北街道    石粘   北新北路114号  ,13736550001 81670388
QQ：812667813,http://shop1038038.k3.cn,爱丽娜鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋284号  ,15757639851
QQ：1006021181,http://shop1038033.k3.cn,荣富鞋业,拿货地址： 温岭市 城北街道    东普村   浦江路118-120号  ,13285864666 13291677017
QQ：150210287,http://shop1037968.k3.cn,宝鼎鞋业,拿货地址： 温岭市 夹屿    泽楚路   夹屿前街3号  ,18857635504
QQ：1289876104,http://shop1037966.k3.cn,飞创时空女鞋,拿货地址： 温岭市 夹屿   池头林16号  ,19971814548
QQ：1126895146,http://shop1037997.k3.cn,追足鞋业,拿货地址： 温岭市 夹屿   金施村A区111号  ,13906863004 1390686300413738575751
QQ：623644941,http://shop1038050.k3.cn,好得女鞋,拿货地址： 温岭市 城北街道   杨家渭新区6幢7号  ,18958588278 15355865636
QQ：3497870768,http://shop1037989.k3.cn,弘道派鞋业,拿货地址： 温岭市 横峰    横石路   横石中路东洋323号  ,15157668267
QQ：732166317,http://shop1037975.k3.cn,京绣鞋业,拿货地址： 温岭市 夹屿   中兴路78号  ,18958552236 13676669793
QQ：670450509,http://aobeizhou.k3.cn,奥贝洲鞋业,拿货地址： 温岭市 城北街道    石粘   双莲路102号  ,15257634888
QQ：416136293,http://shop1037931.k3.cn,嫚迪舞步,拿货地址： 温岭市 横峰   下洋林鞋业园9幢9号  ,18058868187
QQ：1044061318,http://shop1033943.k3.cn,风雅庭鞋业,拿货地址： 温岭市 夹屿   双峰大道168号  ,18968872177 17681763780
QQ：925971947,http://yumeiya.k3.cn,豫美雅鞋业,拿货地址： 温岭市 横峰   下洋林鞋业园12幢5号  ,18057623729 15258616683
QQ：260255346,http://hhnrxy.k3.cn,台州市好好女人鞋业有限公司,拿货地址： 温岭市 横峰   下洋林鞋业园9幢1-2号  ,13566662666
